,date,userid,message
4378,"April 11, 2004 10:45PM",merc1,"For the record the new Acura RL's V6 will at the very least will be competitive with the V8s in the middle-class in hp, while giving up a little ground in torque, and the delivery of it.

However to understand Honda as a whole is to realize why they won't build a V8. When you look the sales numbers of the E500 vs E320, GS430 vs GS300, 545i vs 530i, S-Type 4.2 vs 3.0, Q45, M45 and others you'll see that the 6-cylinder versions outsell the V8 versions anywhere from a little bit (E-Class) to a huge amount (GS300 vs GS430 is like 4 or 5 to 1) or they don't sell at all (Infinitis). V8s are mainly for image and a select few as the majority buy the 6-cylinder versions of these sedans.

 Honda being the little, shrewd, conservative company that they are can't see spending the $$ required to enter this segment with a class-leading car, which of course is what they would be shooting for. They aren't going to half do it, so it's all-out or no entry.

Think about it, to build class leading car like the TL in the upper segment would take a major investment from Honda: a 5-Series beating rwd platform and a brand new from the ground up V8. Honda's culture won't allow it to scrimp on either item...in other words big bucks would need to be spent. Those two things on top of making everything this class of car requires as standard equipment (the Acura way) would prove to be costly for Honda. They also need another car to spread the costs of that V8 and RWD over. What else would they use this new RWD chassis under? The new V8 could be shared with the next NSX, but the chassis probably couldn't (mid-engine placement). It will be another 10 years or so before Honda summons the courage (i.e. business case) to do a RWD V8 sedan. Remember how long it took them to put a V6 in the Accord?

M"
4379,"April 12, 2004 1:54AM",merc1,"A ""bunch"" of LS430 owners are looking foward to the next generation hybrind LS variant, but thousands of diesel Benz owners (who've been holding on to their cars far longer than these 3 year leases) couldn't possibly have the same outlook and anticipation for the new generation of diesel cars??? Right.

M"
4380,"April 12, 2004 6:51AM",ljflx,"Never said anything about the Benz owners not looking forward to their future cars. Besides I'm the lessee of the group - the others are owners, in some cases for many years and many miles. You take praise and enthusiasm for Lexus as an attack on Benz even though there is no such thing going on.

If you look at any comparison of engines in car lines the smaller engine sells more units. The Camry 4 easily outsells its V6 brother. Its price, not engine size that does it. My LS430 does almost as well in gas mileage as my mothers V6 Camry so its not gas mileage that is much of an issue either, at least as relates to 6 and 8 cyl engines."
4381,"April 12, 2004 8:18AM",designman,"Performance sedans are hot and I expect them to get hotter. Acura is backing the right horse, not only in this area but also with the advanced SH-AWD. Ljflx you hit the nail on the head with the RL competing with the 5-series... it sure has my attention.

Every car in their lineup is now sporty. Expect them to pilfer buyers from all corners including converts from pure luxury to sport-luxury with the RL. I could care less about a V8. Going from 220 to 300 hp is significant. And if it comes with a weight loss and tight sport suspension it will do the trick in my book.

TL seems to be a smash hit. Will RL hit back-to-back? I'll venture to say yes.

Merc1, you're right the RL does look small but I read it is roomier than the 5. IMO these are good signs. I'd like to see them slim down the spokes though.

Can't wait to get to the NY show."
4382,"April 12, 2004 8:56AM",michael_mattox,"Will the 300 hp. Acura do 5.8 sec like the 04 LS 430 sport will do.

I am guessing NO even though it is several hundred pounds lighter."
4383,"April 12, 2004 9:05AM",designman,"I could care less about the LS' 5.9 secs. The M3 sucks the doors off my Boxster S... I wouldn't go near it based on ride quality and handling. I'm thinking total package with the RL... AWD, handling, decent power, good looks, superb Acura fit, finish, touches, reliability... at a much lower price than the LS."
4384,"April 12, 2004 9:08AM",mbukukanyau,"I always though this is Cadillacs Bigest Nightmare. Its Dealerships.
There is one in Longbeach who oparates out of containers next to the Freeway.
He has had an XLR that hasn't sold from the time they were hot."
4385,"April 12, 2004 9:17AM",jrock65,"What about the RL is so compelling that it goes up against the LS rather than the GS or M?

Sure, the GS300 trails in hp big-time, then the RL should be compared to the GS430, not the LS430.

It certainly should be compared to the new M35 rather than the M45.

Anyways, the SH-AWD is interesting, but we'll see how it translates on the pavement. The M will have an active rear suspension, we'll have to see about that one too."
4386,"April 12, 2004 9:39AM",designman,"You guys can shoot this out all you want. I'll be listening, reading and waiting for its arrival. All I know is, I like what I see so far and am interested in it as the sequel to my 530, not an LS alternative (although don't be surprised if this happens). But it's early in the game... have to see it, drive it, and parse reviews. I wouldn't touch the GS or Ms with a 90-foot pole based on looks alone."
4387,"April 12, 2004 9:52AM",ljflx,"I'll be curious to see what your thoughts are on the RL as you get closer to your buy/lease situation. The RL definitely looks smaller than before leading me even more to think its redrawing its competitive lines to the mid sedans rather than the larger marquees - which, as I said, it had no chance against with the existing model. Based on the little I've seen and now read of it I'd take it on paper over the 5, GS, E or A6 and certainly over Infiniti's dreaded M45. But paper and the real world are two different stories so it has to be experienced first. You're right - you'll get all that great Acura reliability and build quality as well. I think Acura will draw some of the BMW crowd given the poor designs BMW has come up with. Merc1 may like the 5 series but to me it looks like a shrunken 7 and a car that can't seem to figure out what it was supposed to look like."
4388,"April 12, 2004 10:32AM",jrock65,"To each his own about looks. Based on photos, I'm very impressed with the design of the 2006 M, as many others seem to be on edmunds and other boards as well.

The GS is okay, looks kinda bloated.

The RL is inoffensive. ""Boring"" is the first thing that comes to my mind when I look at it.

Maybe seeing the cars in person will be different."
4389,"April 12, 2004 11:27AM",lenscap,"I couldn't link to the photos of the LF-S and GS side-by-side because of Edmund's rules, but I found these links which will help show you the rooflines and side glass are nearly identical. From the side, even the back ends are very close (although the side taillights are different).

It's very hard to compare photos like this when you have to keep switching back and forth between links, and the photos are different sizes, but hopefully you'll see how similar the two cars are from the side. To best see the similarities you may have to print each out and hold them next to each other.

GS (scroll down):
http://www.caranddriver.com/article.asp?intAsvPageCurrent=8&s- - - - - - - ection_id=31&article_id=7671

LF-S:
http://www.automobilemag.com/auto_shows/03tms_lexlfs/index1.html"
4390,"April 12, 2004 11:43AM",ljflx,"I've yet to go to the auto show and hence have not seen the GS in person. But I saw my cousin yesterday and he told me the GS is far better looking in the flesh than in the pictures he had seen earlier and people who saw it with him thought Lexus hit the mark with the car. I'll have to see it up close and decide.

jrock - sorry - I was referring to the current M45."
4391,"April 12, 2004 11:44AM",pat,"You can link to anything except directly to another automotive message board - we've had a, um, rules adjustment, I'm happy to report. :-)

If you see pics on another message board that you'd like to link to here, just find and link to the source rather than the message.

Feel free to email me with questions, thoughts or comments."
4392,"April 12, 2004 12:51PM",lenscap,"After seeing the new GS in person both in Detroit and Chicago I thought it was a knockout. I agree with your cousin. Photos do not show all of the unique creases and shapes of the GS sheetmetal, especially the front end. I definitely feel the GS needs to be seen in person to be appreciated.

That said, my mother will be trading in her 1999 GS 300 on the new one. The dealer told us it goes on sale March 1, 2005, and she'll be looking to get one around September 2005.

How's the new LS 430?"
4393,"April 12, 2004 1:21PM",ljflx,"The new LS430 is spectacular. Rides like a dream, has tighter handling, more than enough road feel and is very quiet. The nappa leather is very rich and the antique walnut wood is stunning on the car. They've added nice touches from 2001. These are things like vanity mirrors that drop from the headliner for rear passengers (I am sure Lexus will turn these into DVD screens at some point), the rearview camera is great to have and the back-up sensors that detect something is behind you are there if you choose not to look at the camera view. There are other nice interior touches but I won't go into them here. The laser cruise is great and works perfectly on the highway and the car pushes itself to 75mph so effortlessly and so quickly that you stare down at the spedometer in disbelief that you are going that fast. Lastly smartkey is great. Like the nav system you wonder why you need it and once you have it you can't be without it. The only problem is that when I go to drive the GX I am expecting the door to open on contact with my hand like the LS does. But that lacks smartkey so it never does. My custom lux also has door closers and headlight washers. The only thing it really lacks is an air suspension. But the base suspension on this car is great anyway. Perhaps the best thing of all though is that Lexus has taken the body build of this car and the fit and finish to an even higher level if you can believe it. This car is a built like a tank. I also scored 23mpg on my initial refill of gas. Couldn't be happier with the car."
4394,"April 12, 2004 5:12PM",jrock65,"BTW, my ""boring"" comment about the RL was about the exterior. The interior is awesome. I'm kind of going back and forth between the M and the RL as to which interior I like best.

This is surprising because I've always preferred Lexus interiors. However, no doubt the quality of materials in the GS will be top notch."
4395,"April 12, 2004 5:46PM",blockislandguy,"MBUKUKANYAU, you know, I can recall a time back in the mid '50s to early '60s when the local Cadillac store was the finest in an area, the dealer principal lived in a big house up on the hill and was active in civic affairs, the sales guys were mature family men, and people thought it would be an honor to be able to buy a car from a dealer like that. Some business guys would even trade every year for the $700 or difference. Poor people, poor urban people lusted after a used Caddy (I had a drill Sgt at Ft Dix who called his new Buick 225 a Deuce-and-a-quarter). Then the market changed, GM gave them glorified Impalas to sell, and their sons and daughters went to law school.

Do you think GM would be as badly screwed up if the senior management, Jack Smith on down, had to actually buy, drive and maintain their own cars from local dealers? Rather, the senior management has gotten as far away from the product as they can. This is not true among the senior people in Munich or Stuggart."
4396,"April 12, 2004 10:37PM",merc1,"""You take praise and enthusiasm for Lexus as an attack on Benz even though there is no such thing going on.""

Nope, not my take on it at all. I so see a double standard however. You argued boo20 up and down about waiting lists and such, yet you yourself experienced the same thing at your dealership when buying a new LS430, yet an AMG Benz or some other hot Benz like a CLK Cabriolet couldn't possibly have a waiting list or anyone waiting for them. You seem to imply that because you and a few other Lexus fans are waiting for a 2007 LS model (that you know nothing about yet) will be hot because of it's drivetrain, yet when I suggested that a diesel Benz (you know a car that actually goes on sale this month) might be equally sought after, that notion was met with ""diesel won't make it"" and such. Too much glossing over everything, only Lexus this and that in here nowadays.

M"
4397,"April 12, 2004 10:51PM",merc1,"Sorry, but I don't see a concept to production progression with the LF-S and the new GS. They did lift some styling cues from it though, but compared to the concept the GS is a major letdown. Especially the rear end, its nothing like the concept. Unless you're going to come close to the concept, the concept is a waste of time. Lexus needs to look at how other companies make the transfer from concept to production, most come much closer to the concept than Lexus has with the LF-S to GS. Look at the roofline and rear end of the two cars, they aren't even close!

M"
4398,"April 13, 2004 7:06AM",ljflx,"I don't have a clue as to what you are talking about. I never said there was a wait list for the LS430. I said my dealership (not the US or even a dealership 30 miles away) was sold out for April and that the Euro LS is hard to get around here. Go back and read my posts and tell me where I said there was a wait list. As for 2007 I am speculating and I honestly believe there will be so much demand for an LS hybrid that it will be a hard car to get at that time. What facts could I possibly have to support that other than my own intuition. Let's see how the RX hybrid plays out - that will certainly give the indications of what is to come. Someone else also said there is a long waitlist for the Prius. As well waitlists have to be tied in some way to production volume. Anyone can create a wait list - just produce a handful of cars.

Now - diesel cars have never been easy to sell here. I don't know anyone that has any desire to even look at one. This has nothing to do with MB and everything to do with how the American public buys cars. It buys gas engines because that is what it has been trained to do and that is how the business model is set up. Hybrids don't change that model, diesels do. Business models don't change very easily. Nor will they change when there is a logical alternative that maintains the current model. This is not about Benz at all. Why else would MB only commit 3000 CDI's for the US market. Because they are uncertain about diesel demand and market reserach doesn't give them any confidence that they can sell more.

Boo20 claimed that there were year+ wait list for cars across the whole US - in some cases ordinary E-500's, not even AMG's. So I look at my sunday paper and I see a bunch of them advertised for sale - prices and all - both ordinary cars and AMG's. Plus that was just a partial list. Thus I couldn't buy his story. Persoonally I couldn't care less as I was not in the market for any of the cars he was touting anyway."
4399,"April 13, 2004 8:51AM",mbukukanyau,"The Problem with senior management is loosing touch with their own product. I call it the CEO syndrome.
You would be in a better position to run a company if you know what your customers go through.
If you saw Cadillac Dealerships in San Diego, they look like a 1969 Time capsule. Complete with 70&#146;s furniture, and a MacDonald&#146;s next door"
4400,"April 13, 2004 9:28AM",footie,"Good article in detroit news on Monday.

""Sales of European brands fell 6.9% in the first quarter, while Asian brands were up 9.5% and domestic sales grew 2.2%, according to Autodata.""

Despite traditional product loyalty European brands are losing to their rivals across the board. Specifics indicated a switch by 40% of former VW owners buying a new car, chose an Asian branded car and 22% of former Mercedes Benz owners switching to Asian brands (that would be Lexus and Acura).

Quality and reliability are the key issues cited ( no surprise there ).

see http://www.detnews.com/2004/autosinsider/0404/13/autos-120247.htm"
4401,"April 13, 2004 10:28AM",maxhonda99,"footie,

You forgot Infiniti.

Also, I find the new MB E320 CDI quite impressive in soo many ways. That's a awesome diesel."
4402,"April 13, 2004 11:06AM",footie,"Good article in detroit news on Monday.

""Sales of European brands fell 6.9% in the first quarter, while Asian brands were up 9.5% and domestic sales grew 2.2%, according to Autodata.""

Despite traditional product loyalty European brands are losing to their rivals across the board. Specifics indicated a switch by 40% of former VW owners buying a new car, chose an Asian branded car and 22% of former Mercedes Benz owners switching to Asian brands (that would be Lexus and Acura).

Quality and reliability are the key issues cited ( no surprise there ).

see http://www.detnews.com/2004/autosinsider/0404/13/autos-120247.htm"
4403,"April 13, 2004 11:15AM",lenscap,"I'm not sure how you can say the LF-S and GS have different rooflines. That (and the greenhouse) is the part of the two cars that is nearly identical!

Also, the degree to which a concept matches a production car varies greatly. I don't think you can make a blanket statement on how other companies do it. Besides, Lexus has had many ""concept"" cars that turned out to be 99% the real thing. The 1997 GS concept and RX concept come to mind.

And of course you think the new GS is a letdown. I would be surprised to hear you say anything else.

I guess I'll let this one go and just agree to disagree."
4404,"April 13, 2004 1:22PM",maxhonda99,"lenscap,

Let's not forget the LF-S was about 50 inches tall, which right there made it unfeasible for production.

I believe a Clublexus forum had pictures of the production 06 GS and LF-S side by side from the same angle. I've been looking thru the posts but can't seem to find it. Anyway, the resemblance between the concept and production is unmistakable. The roofline, the kink in the C-pillar, the shoulder line, the short decklid, the side flanks of the car, the bumpers, grille, and headlight outline on the production GS are clearly derived from the concept."
4405,"April 13, 2004 2:04PM",lenscap,"The photos on clublexus that show the LF-S and GS side-by-side were in the link I posted that was removed by the moderators.

If you want to go look for it, go to the GS forum on clublexus. It is a topic dated 1-16-04 and titled ""LF-S & 3rd Gen. GS pics together.""

All of the similarities you state are obvious in the photos."
4406,"April 13, 2004 2:58PM",designman,Going from LF-S the GS is highly revised and in my opinion looks worse. Sometimes even the subtlest change makes a big difference ESPECIALLY with proportions. Among many other things I wouldn't have sent the roofline so far back... gives it a hunchback look. Even an inch would have made a difference. If you want a fast back you have to flatten the aft curve a bit. This also brings to mind the ugly Crossfire. I call the new 5-series the ultimate fruit cart. Think I'll call the GS Quasimoto. What's with these ugly rear ends anyway? Anybody have any theories? Even the Aston Martins went downhill. They used to have one of the best butts around. Now even they are ruined. Must be someone meddling at Ford.
4407,"April 13, 2004 4:25PM",ljflx,"No one at Lexus ever said the LF-S was the next GS. In fact I remember reading GS board posts in which posters believed the LF-S was going to be the next LS. I believe it was C&D that did show a picture of it at the Tokyo show and then said it was the next GS under the picture. But that was the only place I saw that. That story is what made me think it was the next GS.

lenscap - I can definitely see a lot of the LF-S style in it but I preferred the rear lights on the concept. I'm really anxious now to see it in person. You are right that in the past the production car was a nearly 100% twin of the concept. That was particularly true in the first RX."
4408,"April 13, 2004 6:11PM",sv7887,"Merc,
  For once we agree...Lexus at this point is going on hype at least exterior design wise..I have yet to see them turn out a real awe inspiring design. The RX330 was a glimmer of hope though..I am not impressed at all with the GS..The rear looks awfully close to an older Toyota Avensis. I only can hope the 07 LS is better. If it isn't I'll seriously consider buying an Euro brand. I think these design issues stem from the rush for ""Futuristic"" designs..The whole Traditional look seems to be out..

The only reason I think the Hybrid drivetrains will be more popular than the MB Diesels, is the novelty of it all..The Prius has created a buzz in showrooms, and Lexus will be able to take advantage of it. It's a new concept, rather than a tried and tested Diesel. I'm not discounting the MB Diesel, but we're used to them. Diesels aren't especially popular in the US, just as Manual Transmissions are not.

As a Lexus owner, I'm obviously partial to the brand..But I'm willing to concede the drawbacks of them..So far I think styling continues to be one. My own personal feeling is that the build quality has slipped from the original. Many a Lexus mechanic have told me that Lexus doesn't build cars like they used to..I feel the same way having owned LS cars from the beginning for Long durations..Long term quality is going to suffer in the face of this race to cram electronics into cars..

SV"
4409,"April 13, 2004 7:10PM",maxhonda99,"ljflx,

""You are right that in the past the production car was a nearly 100% twin of the concept.""

Well, I wouldn't exactly call the Lexus HPS a concept car in 1997 or the 1st generation RX300 when it was shown in ""concept"" form. They really were not concepts. They were full production cars with basically the only differences being things like wheels and grilles.

Also, I saw where that Lexus dealer is going to come up in Freehold right next door to David Michael Benz at the site of a Mazda dealer."
4410,"April 13, 2004 8:00PM",ljflx,"If you are ever in the market for a Benz - David Michael are good people to deal with. I've never seen a Lexus and MB dealership side by side and BMW is right across the street in King Cadillac/BMW. But I'll shop down in Ocean and service on Rt 9. Catena is a fabulous dealership - whether you are shopping MB, Lexus or Jaguar.

I wish they will build that HPX. I saw the MB version in Automobile and it is disappointing. It's concept also seemed to look much nicer than the final version - maybe too much platform sharing has hurt the concept design."
4411,"April 13, 2004 9:45PM",merc1,"No, my point was that you said that people are waiting for LS' and yet when the same was said about a BMW or MB you didn't believe it. The E500 was indeed scarce when it first arrived, and your local paper doesn't prove anything different. I don't know why you think that just because a dealer has a certain car in stock it means that nobody else is waiting for one to come in, i.e. they may not want the one in stock.

You're right about them testing the waters, but you're also forgetting that right now our diesel fuel is very dirty to put it simply and all the Euro makers are waiting for 2006 when low-sulfur diesel will be required by law. .

lenscap,

I'm in disbelief myself that you can look at the LF-S and the new GS and see the same roofline and rear end treatment, as they are totally different. You don't see how thick and ungainly the rear of the new GS is compared to the LF-S? My gawd you'll believe anything Lexus says or does. Even the people on the GS board don't see what you see. The fact is that if you look back at most European carmaker's concepts the production cars that follow are much closer to that concept than the GS is the LF-S. Even American carmakers get this. What is the point of showing a concept that has a roofline that isn't feasible for production and getting everyone's hopes up? Doesn't make sense. I think we will have to agree to disagree because either way the new GS is not a looker, imo.

M"
4412,"April 13, 2004 10:12PM",merc1,"Should have known that JDP is behind the hysteria/hype about European car sales dropping. A whopping 6.9 percent drop in the first 3 months of the year really does spell the end. They'll be leaving the U.S. market in a year's time. Mercedes will probably have to exit before the end of 2004 because of the staggering 5 percent drop they've had so far this year. BMW being down 2.3 percent this year is also their death knell.

Yet the article doesn't mention that VW's entire lineup is old as all get out and that MB doesn't have a new product this year as at least possible reasons for sales dropping from last year, of which for MB was a record (best ever) year in the U.S.

This type of one-fact hype is typical of JDP because they think that reliability is the sole factor in car buying. Forget the average price of a ""domestic"" car compared to these high-end European cars that don't have a trunk full of rebate cash. Let us ignore every other possible factor (for sales dropping) because we want to get the public and carmakers ready for our big reliability study that comes out next month. We need for the sales numbers to prove that reliaibility is king so the automakers will buy our results.

M"
4413,"April 13, 2004 11:17PM",profvh,"Merc1 is exactly right in his comments about the
article on falling European sales. Powers is all
about reliability studies and their comments
reflect their own self interest. Also not mentioned is that European products are facing a
badly slumping US dollar which is forcing them to
raise prices or at least does not give them the
pricing leeway that the Japanese have. MB has
raised the price on the C Class about $950 since
the US dollar has been dropping. The Bank of
Japan has spent BILLIONS in the currency markets
to keep the yen value from changing much so they
can sell/discount their cars. The European
central bank has not interfered in the currency
markets or changed their interest rates to help
their companies better compete. Also, Japan has
changed their product mix to strongly favor SUV's
not sedans. Europeans still strongly favor sedans
in their product mix. What have Americans been
buying regardless of country of origin?

This simplistic article was written by an unsoph-
icated writer who should know better."
4414,"April 14, 2004 5:29AM",designman,"Is CR hype? Are owner testimonials hype? The Japanese made their bones with reliability and bang for buck. Americans suffered for a long time due to lack of it. They still suffer. Don't get stuck in THAT whirlpool. Reliability as buying factor isn't going away any time soon, and it only becomes magnified with rising prices. I wonder if questionable styling and frivolous technology is also hype.

No one is immune from market conditions, the consequences of their own marketing decisions, and consumer perception/preferences. European cars are in somewhat of a pillory now, both in fact and mind. Euro fans had better live with it because it is going to get worse before it improves, if it improves, and there is no guarantee this will happen.

Personally, I think those numbers that you make little of are going to get worse. In BMWs case they come on the heels of new products and redesigns. Is that 2.3% Group sales? I heard BMW Brand sales are down 8% YTD. Blame the Euro if you want but history has proven that the human love affair with the car rises above expense. People will spend. How they spend is another story."
4415,"April 14, 2004 5:29AM",footie,"Actually Merc and Profvh the article was published by the Detroit News, in one of their Autoinsider columns on Monday. I think their staff is very professional. They appear to get their information from a number of industry sources besides JDP.

Edmunds was quoted in a another Detnews article today, pointing out that luxury car sales are surging, despite incentives on 'mass market' cars. Markets getting bigger and European makers are losing share for lots of reasons besides their poorer than expected quality and well-known reliability issues. Price is definitely another. They cost too much for what they deliver vs. the competition.

Profvh, 95% of Toyota's vehicles sold in the U.S. are made in North America, including the Lexus RX330 SUV. So the yen isn't a very big issue. They already had significant price advantage in the luxury segment over the competition's less efficient manufacturing operations in Europe whether they build here or Japan.

Plus, most global corporations use very sophisticated currency hedging to amerliorate fluctuations in the dollar-yen-euro ratios. There's nothing new in what the Japanese Central bank, the Fed and EUBank are doing to justify the European car company woes.

If you look at the long term trend data the U.S. has been shifting from cars to trucks and SUVs for a long, long time. Sales of cars on an annual basis is now about 500,000 units lower than the fall of 1998, while the sale of light trucks and SUVs is about 1.3 million units higher.

The growth segments in the U.S. are sporty cars, light trucks/SUVs and luxury cars. The sporty car segment is tiny compared to the other two and has little market impact anymore.

So if you were a global car/truck company, where might you be spending your money to grow and prosper? 500 hp tire toasting, two passenger, ego boxes with flakey electronics and free service because it constantly needs it? Nope, not in this country."
4416,"April 14, 2004 5:54AM",merc1,"Who published the article is irrelevant to me, it is JDP's harping about sales falling because of what they've found in their reliability surveys is what I find to be utter bs. A 6.9 percent sales drop isn't what I'd call ""hitting the skids"" but I'd sure trump it up as that if I want to tie that sales decline to my upcoming reliability survey results that are due either at the end of this month or early next month. I'd also ignore any other possibilities as to why certain carmakers sales might be down. There could be different reasons for each brand's decline, that would been seen if anyone at JDP had a clue about other things besides reliability. There are other factors in sales declines at various carmakers.

All of a sudden mass markets expanding is the end of the over-priced European car, yet these brands (VW, BMW, MB, Audi, Jaguar) have been seen as overpriced by people who don't like them for years, yet the American public has decided this unanimously in the first three months of this year. That is the most ridiculous thing I've heard in a while. A 500hp car with a price tag to match is going to make a difference on what sales chart? Right.

The bottom line is that this article is more of the same hype that has been accepted as gospel on this board, and I'm not saying that reliability isn't hurting the European car brands. I'm saying that reliability isn't the sole factor, especially with VW which has made and sold lots of unreliable, over priced cars for years. JDP who supplied this information isn't looking at the whole picture because the whole picture is irrelevant to their organization.

M"
4417,"April 14, 2004 6:26AM",ljflx,"There was a big story in the NY Times (and WSJ as well I'm sure) about the hedging positions against the Euro's strength all these guys had. VW was only hedged to the tune of 70% (everyone else was in 90-100% range with MB and BMW quite safe from the strength of the Euro) and as a result was getting hammered. But it was a double whammy for them - sinking sales volume and sinking profit per car because they couldn't raise prices given the competitive positions of the automobile market. VW is all over the quality issue and is smart enough to realize that it is the main reason for its slumping sales. I read a story yesterday about how they have a whole team assigned to fixing every quality issue that arises in a certain time period. They are horrified by the reports of their quality problems and understand the dangers to the company a lot better than those on this board. The trouble is that team has been on it for a while (though its size was recently increased dramatically) and they can't seem to fix the problem - and that is scary.

In the late 70's the Yen was around 300-1; today it is 115-120 (and got as low as 95 at one point). Think of the fact that Japanese car sales kept increasing (in some cases dramatically) through all that yen strengthening.

Kid yourself all you want on the quality issue but it is very serious and as designman says it's worsening.

I read another story yesterday - perhaps it was the same one (Newsweek or Time maybe) - of how Acura and Infiniti were well positioned to hurt BMW and that the TL was already doing a lot of damage. Even Automobile said the redesigned 3 series - given it's BMW's s volume seller - could put the company in trouble if it is not accepted well.

merc1 - still don't know where I said anyone was waiting for an LS. I said I was afraid of waiting for the color combos I wanted so maybe you are citing that. But let's just let it rest."
4418,"April 14, 2004 6:32AM",syswei,"You are basically making excuses for the European brands and imho the excuses don't really hold water.

1. dollar/yen/euro. The fact is that despite JCB intervention, the yen has appreciated more in the last 12 months vs the dollar than has the euro. It is about 14% for the yen vs $ YTY, and 12.5% for the euro/$. And until very recently (the 2004 RX330), Lexus had zero North American production, whereas MB (and I believe BMW but correct me if I'm wrong) have had some US production for years.

2. While the SUV trend in the U.S. has indeed hurt the European brands, why don't you see it as those brands' fault that they don't have more competitive SUV lineups? Using SUVs as an excuse would be like me saying, ""Well, if Lexus had better styling, their sales lead vs BMW and MB would be even wider."" Fact is, the styling is not better, and Lexus has no one to blame but itself."
4419,"April 14, 2004 6:33AM",syswei,"I agree with Merc1 on the general point that 3 months is only 3 months, and that reliability is only one factor that can impact sales trends."
4420,"April 14, 2004 7:05AM",merc1,"At least somebody does see that there could be more to a 6.9 percent drop in sales for a whole 3 months!

Let me be clear about this..I most certainly do see reliability and quality perceptions via the surveys to be a problem. The problem here is that most on this board don't keep up with VW to even know anything else about them except for what that article says. VW has been at the bottom of the reliability surveys for years, yet after all those years at being on the bottom they've decided to do something about it in 2004. This is implying that VW has the sense to do something about their problems (after god knows how many years at the bottom of the surveys), but a company like Mercedes isn't doing anything and don't even think they have a problem. VW's older lineup of cars and lack of incentives (until now) couldn't possibly be part of the problem could it (along with the other two issues reliability and the Euro).

Wow, Acura comes out with a hot car and all of a sudden it is doing untold (try unsubstantiated) ""damage"" to BMW. What hype. It is called competition not the end of a company. Now Time and Newsweek are automotive sources. I would think it is common sense to know that if a car company's volume seller doesn't do well it could mean trouble, but for some reason this takes on a much greater importance when speaking about BMW.

M"
4421,"April 14, 2004 7:55AM",ljflx,"Why do you exaggerate things. I say something that is stated in a business article of a highly respected magazine and you push it to the point of the company going into bankruptcy. All I said is that they are positioned to hurt BMW and the TL is doing damage already. That spells bankruptcy or going out of business to you? I stated the Automobile point about the 3 series and simply said ""in trouble"". You have said yourself in the past (when the 7 redesign came out) that they would be in big time trouble if the 3 series and 5 series re-designs look the same and don't cut it. What's the big deal of me pointing out Automobile saying it? There are companies in trouble all over the world. It doesn't mean they are going out of business.

As for Time and Newsweek - they are not auto experts at all but they understand business and business trends far better than any auto magazine."
4422,"April 14, 2004 10:02AM",jrock65,"The way I see it, BMW and MB are going to have to check their prices at some point.

Entry-level luxury performance sedans:

Only a couple years ago, the 3 was basically in a class by itself. The C has also sold very well. Now, the G35 and the TL are taking away some sales, and Lexus supposedly has serious intentions with the next IS.

Luxury performance sedans:

So far, the 5 and the E have dominated their segment. But the new RL, GS, and M will undoubtedly make a dent. The 5 and the E will still lead the segment in sales, but no doubt a dent will be made.

Ultra luxury sedans:

The only Japanese challenger here is the LS. But just that one challenger can make things difficult for the 7 and the S, as evidenced by the segment-leading sales performance of the LS.

Luxury SUV's:

The Japanese already lead here.

Luxury coupes and convertibles:

MB and BMW hold a firm lead here, with the exception of the success of the G35 coupe.

Currently, the premium for a similarly equipped MB or BMW over a Japanese vehicle is about 15% to 20%. IMO, that will have to change, whether by rising Japanese prices or stagnating MB/BMW prices."
4423,"April 14, 2004 12:38PM",designman,"""The way I see it, BMW and MB are going to have to check their prices at some point.""

I think they already have if only in the form of discounting. I paid $8k under MSRP for my 03 530. $14.5k under MSRP for my leftover 02 Boxster S. Not even a year ago THIS WAS UNHEARD OF with both BMW and Porsche. You were lucky to get $500 off either brand as a token gesture from the dealers.

Porsche swears they will cut production and not do this again. We'll see. New model year BMWs were discounted right off the bat back in October and the discounts are getting better as the year wears on. I think we could see big price cuts over the summer with BMW... in the ilk of last year's $3.5-$4.5k hidden dealer incentive on top of the standard discounting."
4424,"April 14, 2004 3:11PM",profvh,"Based on some of the recent chatter on this website we can conclude that publicity on reliability studies are the prime drivers on car
sales, both up and down. If that is so, the Germans/European (which must be making junk vehicles) are losing market share the past several
months. Maybe they are getting their ""just desserts"" for not helping the US look for weapons of mass destruction.

If bad publicity is true, we can expect the push-
rod engined Buick Century to be rocketing upward in sales. CU, as I recall, said the Buick ranks
higher in reliability than the Toyota Camry. After all, their 3.8 litre engine is basically the same engine introduced around 1962 as I recall. Made of such long tested parts, the
uncomplicated Buick should be a best seller.

While working in my office today I heard on the TV news that Honda-Acura is recalling 600,000
SUVs and Minivans as their transmissions may fail. Based on this bad publicity we can expect
Honda sales to drop and these customers to move
to Buick and Toyota.

As a long-term Asian car owner, I have owned 5
Honda Accords. Their reliability ranked from good to mediocre. My last Accord was towed in
with a blown head gasket. It was replaced in 2002 with a new VW Passat. I have been driving
it for 28 months with only one repair, a burned out headlight. It has 26,500 miles on it. It
is as tight as new and is as enjoyable to drive
as ever.

The German haters out there will no doubt warn me that the Passat will fall apart within a short
time. Apparently CU does not agree as it is well
rated as a ""tie"" with the newer generation Accord.
Until my car disintegrates I am really interested
in only one survey: mine. I like the Passat alot."
4425,"April 14, 2004 3:27PM",michael_mattox,"There is an exception to every rule....

I congradulate you on your good luck."
